Train no.,Train name,Starts,Ends
11305,Cstm Solapur Express,Mumbai Cst,Solapur Junction
12959,Dadar Bhuj Express,Dadar,Bhuj
22629,Dadar Ten Express,Dadar,Tirunelveli
12722,Dakshin Express,H Nizamuddin,Vishakapatnam
12351,Danapur Express,Howrah Junction,Danapur
12352,Danapur Hwh Express,Danapur,Howrah Junction
11065,Darbhanga Express,Lokmanyatilak T,Darbhanga Junction
11033,Darbhanga Express,Pune Junction,Darbhanga Junction
12343,Darjeeling Mail,Sealdah,Haldibari
12344,Darjeeling Mail,Haldibari,Sealdah
14035,Dauladhar Express,Delhi,Pathankot
12182,Dayodaya Express,Ajmer Junction,Jabalpur
12181,Dayodaya Express,Jabalpur,Ajmer Junction
5818,Dbb Apdj Special,Dhubri,Alipur Duar Junction
5917,Dbb Dbrg Special,Dhubri,Dibrugarh
15817,Dbb Shtt Rr Express,Dhubri,Silghat Town
4409,Dbg Dli Premium,Darbhanga Junction,Delhi
15236,Dbg Hwh Express,Darbhanga Junction,Howrah Junction
17006,Dbg Hyb Express,Raxual Junction,Hyderabad Decan
15234,Dbg Koaa Express,Darbhanga Junction,Kolkata
11066,Dbg Ltt Express,Darbhanga Junction,Lokmanyatilak T
4071,Dbg Ndls Special,Darbhanga Junction,New Delhi
4024,Dbg Premium Special,Delhi,Darbhanga Junction
4410,Dbg Premium Special,Delhi,Darbhanga Junction
11034,Dbg Pune Express,Darbhanga Junction,Pune Junction
17008,Dbg Sc Express,Darbhanga Junction,Secunderabad Junction
5215,Dbg Umb Special,Darbhanga Junction,Ambala Cant Junction
5287,Dbg Ypr Exam Special,Darbhanga Junction,Yesvantpur Junction
5942,Dbrg Koaa Special,Dibrugarh,Kolkata
15905,Dbrg Vivek Express,Kanyakumari,Dibrugarh
15933,Dbrg Asr Express,Dibrugarh,Amritsar Junction
15903,Dbrg Cdg Express,Dibrugarh,Chandigarh
5918,Dbrg Dbb Special,Dibrugarh,Dhubri
5970,Dbrg Ghy Special,Dibrugarh,Guwahati
15942,Dbrg Jhajha Express,Dibrugarh,Jhajha
12526,Dbrg Koaa Express,Dibrugarh,Kolkata
5668,Dbrg Kyq Special,Dibrugarh,Kamakhya
15930,Dbrg Ms Express,Dibrugarh,Chennai Egmore
5606,Dbrg Mxn Express Special,Dibrugarh,Mariani Junction
12235,Dbrg Ndls Rajex,Dibrugarh,New Delhi
15928,Dbrg Rny Express,Dibrugarh,Rangiya Junction
15902,Dbrg Sbc Express,Dibrugarh,Bangalore Cy Junction
5906,Dbrg Vlnk Special,Dibrugarh,Vellankanni
2423,Dbrt Ghy Ra,Dibrugarh Town,Guwahati
12424,Dbrt Rajdhani,New Delhi,Dibrugarh Town
12423,Dbrt Rajdhani E,Dibrugarh Town,New Delhi
12435,Dbrt Rajdhani E,Dibrugarh Town,New Delhi
1301,Dd Mrj Special,Daund Junction,Miraj Junction
4054,Ddn Anvt Ac Special,Dehradun,Anand Vihar Trm
14631,Ddn Asr Express,Dehradun,Amritsar Junction
14266,Ddn Bsb Express,Dehradun,Varanasi Junction
15006,Ddn Gkp Express,Dehradun,Gorakhpur Junction
14318,Ddn Indb Express,Dehradun,Indore Junction Bg
12055,Ddn Janshtbdi,New Delhi,Dehradun
12288,Ddn Kcvl Superfast Express,Dehradun,Kochuveli
22660,Ddn Kcvl Superfast Express,Dehradun,Kochuveli
14120,Ddn Kgm Express,Dehradun,Kathgodam
12688,Ddn Mdu Superfast Express,Dehradun,Madurai Junction
15002,Ddn Mfp Express,Dehradun,Muzaffarpur Junction
12490,Ddr Bikaner Express,Dadar,Bikaner Junction
11007,Deccan Express,Mumbai Cst,Pune Junction
11008,Deccan Express,Pune Junction,Mumbai Cst
12123,Deccan Queen,Mumbai Cst,Pune Junction
12124,Deccan Queen,Pune Junction,Mumbai Cst
22920,Dee Adi Superfast Special,Delhi S Rohilla,Ahmedabad Junction
19030,Dee Bdts Express,Delhi S Rohilla,Bandra Terminus
12215,Dee Bdts G Rath,Delhi S Rohilla,Bandra Terminus
12457,Dee Bkn S F Express,Delhi S Rohilla,Bikaner Junction
